2.4217 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
83.5220 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
84.3121 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015149A61F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015149A61FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000015149A61DC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000151552BFF40>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
84.3122 	EXP 	window1: mouseVisible = True
84.3122 	EXP 	window1: backgroundImage = ''
84.3123 	EXP 	window1: backgroundFit = 'none'
84.3137 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
84.3138 	EXP 	window1: recordFrameIntervals = False
84.4792 	EXP 	window1: recordFrameIntervals = True
84.6627 	EXP 	Screen (0) actual frame rate measured at 59.78Hz
84.6628 	EXP 	window1: recordFrameIntervals = False
84.6629 	EXP 	window1: mouseVisible = False
86.7804 	EXP 	pilotv2: status = STARTED
86.7806 	EXP 	window1: mouseVisible = True
86.7902 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
86.7905 	EXP 	window1: mouseVisible = True
86.7906 	EXP 	window1: mouseVisible = True
86.7910 	EXP 	window1: mouseVisible = True
86.7914 	EXP 	window1: mouseVisible = True
86.8049 	EXP 	window1: mouseVisible = True
86.8050 	EXP 	window1: mouseVisible = True
86.8054 	EXP 	window1: mouseVisible = True
86.8058 	EXP 	window1: mouseVisible = True
86.8173 	EXP 	window1: mouseVisible = True
86.8175 	EXP 	window1: mouseVisible = True
86.8176 	EXP 	window1: mouseVisible = True
86.8180 	EXP 	window1: mouseVisible = True
86.8184 	EXP 	window1: mouseVisible = True
86.8291 	EXP 	window1: mouseVisible = True
86.8293 	EXP 	window1: mouseVisible = True
86.8297 	EXP 	window1: mouseVisible = True
86.8301 	EXP 	window1: mouseVisible = True
86.8333 	EXP 	window1: mouseVisible = True
86.8335 	EXP 	window1: mouseVisible = True
86.8976 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
86.8978 	EXP 	window1: mouseVisible = True
86.8979 	EXP 	window1: mouseVisible = True
86.8984 	EXP 	window1: mouseVisible = True
86.8988 	EXP 	window1: mouseVisible = True
86.9222 	EXP 	window1: mouseVisible = True
86.9224 	EXP 	window1: mouseVisible = True
86.9228 	EXP 	window1: mouseVisible = True
86.9232 	EXP 	window1: mouseVisible = True
86.9333 	EXP 	window1: mouseVisible = True
86.9335 	EXP 	window1: mouseVisible = True
86.9337 	EXP 	window1: mouseVisible = True
86.9341 	EXP 	window1: mouseVisible = True
86.9345 	EXP 	window1: mouseVisible = True
86.9430 	EXP 	window1: mouseVisible = True
86.9431 	EXP 	window1: mouseVisible = True
86.9435 	EXP 	window1: mouseVisible = True
86.9439 	EXP 	window1: mouseVisible = True
86.9472 	EXP 	window1: mouseVisible = True
86.9473 	EXP 	window1: mouseVisible = True
86.9510 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
86.9511 	EXP 	window1: mouseVisible = True
86.9557 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
86.9559 	EXP 	window1: mouseVisible = True
86.9560 	EXP 	window1: mouseVisible = True
86.9564 	EXP 	window1: mouseVisible = True
86.9568 	EXP 	window1: mouseVisible = True
86.9605 	EXP 	window1: mouseVisible = True
86.9607 	EXP 	window1: mouseVisible = True
86.9611 	EXP 	window1: mouseVisible = True
86.9614 	EXP 	window1: mouseVisible = True
86.9648 	EXP 	window1: mouseVisible = True
86.9650 	EXP 	window1: mouseVisible = True
86.9651 	EXP 	window1: mouseVisible = True
86.9655 	EXP 	window1: mouseVisible = True
86.9659 	EXP 	window1: mouseVisible = True
86.9697 	EXP 	window1: mouseVisible = True
86.9698 	EXP 	window1: mouseVisible = True
86.9702 	EXP 	window1: mouseVisible = True
86.9706 	EXP 	window1: mouseVisible = True
86.9738 	EXP 	window1: mouseVisible = True
86.9739 	EXP 	window1: mouseVisible = True
86.9776 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
86.9778 	EXP 	window1: mouseVisible = True
