3.4118 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
18.4893 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
19.3328 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BC446F9F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BC446F9FA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001BC446F9DC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001BC44CB4F40>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.3328 	EXP 	window1: mouseVisible = True
19.3329 	EXP 	window1: backgroundImage = ''
19.3329 	EXP 	window1: backgroundFit = 'none'
19.3344 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
19.3344 	EXP 	window1: recordFrameIntervals = False
19.4988 	EXP 	window1: recordFrameIntervals = True
19.6821 	EXP 	Screen (0) actual frame rate measured at 60.31Hz
19.6822 	EXP 	window1: recordFrameIntervals = False
19.6822 	EXP 	window1: mouseVisible = False
21.9561 	EXP 	pilotv2: status = STARTED
21.9563 	EXP 	window1: mouseVisible = True
21.9704 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
21.9706 	EXP 	window1: mouseVisible = True
21.9707 	EXP 	window1: mouseVisible = True
21.9712 	EXP 	window1: mouseVisible = True
21.9716 	EXP 	window1: mouseVisible = True
21.9927 	EXP 	window1: mouseVisible = True
21.9928 	EXP 	window1: mouseVisible = True
21.9932 	EXP 	window1: mouseVisible = True
21.9936 	EXP 	window1: mouseVisible = True
22.0114 	EXP 	window1: mouseVisible = True
22.0116 	EXP 	window1: mouseVisible = True
22.0117 	EXP 	window1: mouseVisible = True
22.0121 	EXP 	window1: mouseVisible = True
22.0126 	EXP 	window1: mouseVisible = True
22.0287 	EXP 	window1: mouseVisible = True
22.0288 	EXP 	window1: mouseVisible = True
22.0292 	EXP 	window1: mouseVisible = True
22.0296 	EXP 	window1: mouseVisible = True
22.0329 	EXP 	window1: mouseVisible = True
22.0330 	EXP 	window1: mouseVisible = True
22.1181 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
22.1184 	EXP 	window1: mouseVisible = True
22.1185 	EXP 	window1: mouseVisible = True
22.1189 	EXP 	window1: mouseVisible = True
22.1193 	EXP 	window1: mouseVisible = True
22.1434 	EXP 	window1: mouseVisible = True
22.1436 	EXP 	window1: mouseVisible = True
22.1440 	EXP 	window1: mouseVisible = True
22.1444 	EXP 	window1: mouseVisible = True
22.1544 	EXP 	window1: mouseVisible = True
22.1546 	EXP 	window1: mouseVisible = True
22.1547 	EXP 	window1: mouseVisible = True
22.1551 	EXP 	window1: mouseVisible = True
22.1555 	EXP 	window1: mouseVisible = True
22.1639 	EXP 	window1: mouseVisible = True
22.1640 	EXP 	window1: mouseVisible = True
22.1644 	EXP 	window1: mouseVisible = True
22.1648 	EXP 	window1: mouseVisible = True
22.1681 	EXP 	window1: mouseVisible = True
22.1682 	EXP 	window1: mouseVisible = True
22.1723 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
22.1724 	EXP 	window1: mouseVisible = True
