2.4067 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
9.0082 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
10.3205 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DE5E1DF130>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DE5E1DF0D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001DE52F2EF70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001DE5E74F0D0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
10.3205 	EXP 	window1: mouseVisible = True
10.3206 	EXP 	window1: backgroundImage = ''
10.3206 	EXP 	window1: backgroundFit = 'none'
10.3221 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
10.3221 	EXP 	window1: recordFrameIntervals = False
10.4863 	EXP 	window1: recordFrameIntervals = True
10.6695 	EXP 	Screen (0) actual frame rate measured at 60.27Hz
10.6696 	EXP 	window1: recordFrameIntervals = False
10.6697 	EXP 	window1: mouseVisible = False
13.5901 	EXP 	pilotv2: status = STARTED
13.5902 	EXP 	window1: mouseVisible = True
13.6052 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
13.6054 	EXP 	window1: mouseVisible = True
13.6056 	EXP 	window1: mouseVisible = True
13.6060 	EXP 	window1: mouseVisible = True
13.6064 	EXP 	window1: mouseVisible = True
13.6269 	EXP 	window1: mouseVisible = True
13.6270 	EXP 	window1: mouseVisible = True
13.6274 	EXP 	window1: mouseVisible = True
13.6278 	EXP 	window1: mouseVisible = True
13.6455 	EXP 	window1: mouseVisible = True
13.6457 	EXP 	window1: mouseVisible = True
13.6459 	EXP 	window1: mouseVisible = True
13.6463 	EXP 	window1: mouseVisible = True
13.6467 	EXP 	window1: mouseVisible = True
13.6628 	EXP 	window1: mouseVisible = True
13.6630 	EXP 	window1: mouseVisible = True
13.6634 	EXP 	window1: mouseVisible = True
13.6638 	EXP 	window1: mouseVisible = True
13.6671 	EXP 	window1: mouseVisible = True
13.6672 	EXP 	window1: mouseVisible = True
13.9146 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.9148 	EXP 	window1: mouseVisible = True
13.9149 	EXP 	window1: mouseVisible = True
13.9154 	EXP 	window1: mouseVisible = True
13.9158 	EXP 	window1: mouseVisible = True
13.9387 	EXP 	window1: mouseVisible = True
13.9389 	EXP 	window1: mouseVisible = True
13.9393 	EXP 	window1: mouseVisible = True
13.9397 	EXP 	window1: mouseVisible = True
13.9497 	EXP 	window1: mouseVisible = True
13.9499 	EXP 	window1: mouseVisible = True
13.9500 	EXP 	window1: mouseVisible = True
13.9505 	EXP 	window1: mouseVisible = True
13.9509 	EXP 	window1: mouseVisible = True
13.9599 	EXP 	window1: mouseVisible = True
13.9601 	EXP 	window1: mouseVisible = True
13.9605 	EXP 	window1: mouseVisible = True
13.9609 	EXP 	window1: mouseVisible = True
13.9642 	EXP 	window1: mouseVisible = True
13.9643 	EXP 	window1: mouseVisible = True
13.9797 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
13.9798 	EXP 	window1: mouseVisible = True
13.9844 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.9846 	EXP 	window1: mouseVisible = True
13.9847 	EXP 	window1: mouseVisible = True
13.9851 	EXP 	window1: mouseVisible = True
13.9855 	EXP 	window1: mouseVisible = True
13.9893 	EXP 	window1: mouseVisible = True
13.9895 	EXP 	window1: mouseVisible = True
13.9899 	EXP 	window1: mouseVisible = True
13.9903 	EXP 	window1: mouseVisible = True
13.9936 	EXP 	window1: mouseVisible = True
13.9938 	EXP 	window1: mouseVisible = True
13.9939 	EXP 	window1: mouseVisible = True
13.9943 	EXP 	window1: mouseVisible = True
13.9947 	EXP 	window1: mouseVisible = True
13.9985 	EXP 	window1: mouseVisible = True
13.9987 	EXP 	window1: mouseVisible = True
13.9991 	EXP 	window1: mouseVisible = True
13.9994 	EXP 	window1: mouseVisible = True
