2.4295 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
64.3560 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
65.1439 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D2FF2985B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D2FF298FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D2FF298DF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D2FF85AF70>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
65.1440 	EXP 	window1: mouseVisible = True
65.1440 	EXP 	window1: backgroundImage = ''
65.1441 	EXP 	window1: backgroundFit = 'none'
65.1458 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
65.1458 	EXP 	window1: recordFrameIntervals = False
65.3091 	EXP 	window1: recordFrameIntervals = True
65.4939 	EXP 	Screen (0) actual frame rate measured at 59.77Hz
65.4939 	EXP 	window1: recordFrameIntervals = False
65.4941 	EXP 	window1: mouseVisible = False
67.6116 	EXP 	pilotv2: status = STARTED
67.6120 	EXP 	window1: mouseVisible = True
67.6222 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
67.6225 	EXP 	window1: mouseVisible = True
67.6226 	EXP 	window1: mouseVisible = True
67.6230 	EXP 	window1: mouseVisible = True
67.6234 	EXP 	window1: mouseVisible = True
67.6443 	EXP 	window1: mouseVisible = True
67.6444 	EXP 	window1: mouseVisible = True
67.6448 	EXP 	window1: mouseVisible = True
67.6452 	EXP 	window1: mouseVisible = True
67.6636 	EXP 	window1: mouseVisible = True
67.6638 	EXP 	window1: mouseVisible = True
67.6639 	EXP 	window1: mouseVisible = True
67.6644 	EXP 	window1: mouseVisible = True
67.6647 	EXP 	window1: mouseVisible = True
67.6814 	EXP 	window1: mouseVisible = True
67.6815 	EXP 	window1: mouseVisible = True
67.6819 	EXP 	window1: mouseVisible = True
67.6823 	EXP 	window1: mouseVisible = True
67.6856 	EXP 	window1: mouseVisible = True
67.6858 	EXP 	window1: mouseVisible = True
