22.7537 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
42.1691 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
44.1869 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002ACF66985B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002ACF6698FD0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002ACF6698DF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002ACF6C49FD0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
44.1871 	EXP 	window1: mouseVisible = True
44.1871 	EXP 	window1: backgroundImage = ''
44.1872 	EXP 	window1: backgroundFit = 'none'
44.1898 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
44.1898 	EXP 	window1: recordFrameIntervals = False
44.3522 	EXP 	window1: recordFrameIntervals = True
44.5349 	EXP 	Screen (0) actual frame rate measured at 60.33Hz
44.5350 	EXP 	window1: recordFrameIntervals = False
44.5351 	EXP 	window1: mouseVisible = False
49.3795 	EXP 	pilotv2: status = STARTED
49.3798 	EXP 	window1: mouseVisible = True
49.3968 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
49.3973 	EXP 	window1: mouseVisible = True
49.3976 	EXP 	window1: mouseVisible = True
49.3987 	EXP 	window1: mouseVisible = True
49.3997 	EXP 	window1: mouseVisible = True
49.4248 	EXP 	window1: mouseVisible = True
49.4250 	EXP 	window1: mouseVisible = True
49.4258 	EXP 	window1: mouseVisible = True
49.4264 	EXP 	window1: mouseVisible = True
49.4446 	EXP 	window1: mouseVisible = True
49.4449 	EXP 	window1: mouseVisible = True
49.4451 	EXP 	window1: mouseVisible = True
49.4458 	EXP 	window1: mouseVisible = True
49.4464 	EXP 	window1: mouseVisible = True
49.4634 	EXP 	window1: mouseVisible = True
49.4636 	EXP 	window1: mouseVisible = True
49.4643 	EXP 	window1: mouseVisible = True
49.4650 	EXP 	window1: mouseVisible = True
49.4705 	EXP 	window1: mouseVisible = True
49.4708 	EXP 	window1: mouseVisible = True
49.8010 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
49.8013 	EXP 	window1: mouseVisible = True
49.8015 	EXP 	window1: mouseVisible = True
49.8023 	EXP 	window1: mouseVisible = True
49.8031 	EXP 	window1: mouseVisible = True
49.8424 	EXP 	window1: mouseVisible = True
49.8426 	EXP 	window1: mouseVisible = True
49.8433 	EXP 	window1: mouseVisible = True
49.8441 	EXP 	window1: mouseVisible = True
49.8610 	EXP 	window1: mouseVisible = True
49.8613 	EXP 	window1: mouseVisible = True
49.8615 	EXP 	window1: mouseVisible = True
