2.3897 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
6.2809 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
7.0515 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011BAF5BAC40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011BAF5BABE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000011BAF5BAA30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000011BBAE1F4C0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0516 	EXP 	window1: mouseVisible = True
7.0516 	EXP 	window1: backgroundImage = ''
7.0516 	EXP 	window1: backgroundFit = 'none'
7.0531 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.0531 	EXP 	window1: recordFrameIntervals = False
7.2166 	EXP 	window1: recordFrameIntervals = True
7.4007 	EXP 	Screen (0) actual frame rate measured at 60.14Hz
7.4008 	EXP 	window1: recordFrameIntervals = False
7.4009 	EXP 	window1: mouseVisible = False
9.5203 	EXP 	pilotv2: status = STARTED
9.5205 	EXP 	window1: mouseVisible = True
9.5304 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
9.5306 	EXP 	window1: mouseVisible = True
9.5308 	EXP 	window1: mouseVisible = True
9.5312 	EXP 	window1: mouseVisible = True
9.5316 	EXP 	window1: mouseVisible = True
9.5529 	EXP 	window1: mouseVisible = True
9.5530 	EXP 	window1: mouseVisible = True
9.5534 	EXP 	window1: mouseVisible = True
9.5540 	EXP 	window1: mouseVisible = True
9.5728 	EXP 	window1: mouseVisible = True
9.5731 	EXP 	window1: mouseVisible = True
9.5732 	EXP 	window1: mouseVisible = True
9.5736 	EXP 	window1: mouseVisible = True
9.5740 	EXP 	window1: mouseVisible = True
9.5911 	EXP 	window1: mouseVisible = True
9.5912 	EXP 	window1: mouseVisible = True
9.5916 	EXP 	window1: mouseVisible = True
9.5920 	EXP 	window1: mouseVisible = True
9.5954 	EXP 	window1: mouseVisible = True
9.5956 	EXP 	window1: mouseVisible = True
9.6651 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.6654 	EXP 	window1: mouseVisible = True
9.6655 	EXP 	window1: mouseVisible = True
9.6660 	EXP 	window1: mouseVisible = True
9.6664 	EXP 	window1: mouseVisible = True
9.6900 	EXP 	window1: mouseVisible = True
9.6902 	EXP 	window1: mouseVisible = True
9.6906 	EXP 	window1: mouseVisible = True
9.6910 	EXP 	window1: mouseVisible = True
9.7011 	EXP 	window1: mouseVisible = True
9.7013 	EXP 	window1: mouseVisible = True
9.7014 	EXP 	window1: mouseVisible = True
9.7019 	EXP 	window1: mouseVisible = True
9.7022 	EXP 	window1: mouseVisible = True
9.7107 	EXP 	window1: mouseVisible = True
9.7109 	EXP 	window1: mouseVisible = True
9.7113 	EXP 	window1: mouseVisible = True
9.7117 	EXP 	window1: mouseVisible = True
9.7154 	EXP 	window1: mouseVisible = True
9.7155 	EXP 	window1: mouseVisible = True
9.7195 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.7196 	EXP 	window1: mouseVisible = True
9.7243 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.7245 	EXP 	window1: mouseVisible = True
9.7246 	EXP 	window1: mouseVisible = True
9.7251 	EXP 	window1: mouseVisible = True
9.7255 	EXP 	window1: mouseVisible = True
9.7294 	EXP 	window1: mouseVisible = True
