2.4520 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
6.1012 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
6.8805 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013CDB810250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013CDB8101F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013CDB810040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000013CDBD381F0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8805 	EXP 	window1: mouseVisible = True
6.8806 	EXP 	window1: backgroundImage = ''
6.8806 	EXP 	window1: backgroundFit = 'none'
6.8821 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.8821 	EXP 	window1: recordFrameIntervals = False
7.0463 	EXP 	window1: recordFrameIntervals = True
7.2305 	EXP 	Screen (0) actual frame rate measured at 59.87Hz
7.2305 	EXP 	window1: recordFrameIntervals = False
7.2306 	EXP 	window1: mouseVisible = False
9.4507 	EXP 	pilotv2: status = STARTED
9.4510 	EXP 	window1: mouseVisible = True
9.4614 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
9.4617 	EXP 	window1: mouseVisible = True
9.4618 	EXP 	window1: mouseVisible = True
9.4622 	EXP 	window1: mouseVisible = True
9.4628 	EXP 	window1: mouseVisible = True
9.4769 	EXP 	window1: mouseVisible = True
9.4770 	EXP 	window1: mouseVisible = True
9.4775 	EXP 	window1: mouseVisible = True
9.4778 	EXP 	window1: mouseVisible = True
9.4894 	EXP 	window1: mouseVisible = True
9.4896 	EXP 	window1: mouseVisible = True
9.4897 	EXP 	window1: mouseVisible = True
9.4901 	EXP 	window1: mouseVisible = True
9.4905 	EXP 	window1: mouseVisible = True
9.5014 	EXP 	window1: mouseVisible = True
9.5015 	EXP 	window1: mouseVisible = True
9.5019 	EXP 	window1: mouseVisible = True
9.5023 	EXP 	window1: mouseVisible = True
9.5056 	EXP 	window1: mouseVisible = True
9.5058 	EXP 	window1: mouseVisible = True
9.5692 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.5694 	EXP 	window1: mouseVisible = True
9.5695 	EXP 	window1: mouseVisible = True
9.5700 	EXP 	window1: mouseVisible = True
9.5704 	EXP 	window1: mouseVisible = True
9.5940 	EXP 	window1: mouseVisible = True
9.5942 	EXP 	window1: mouseVisible = True
9.5946 	EXP 	window1: mouseVisible = True
9.5950 	EXP 	window1: mouseVisible = True
9.6050 	EXP 	window1: mouseVisible = True
9.6052 	EXP 	window1: mouseVisible = True
9.6053 	EXP 	window1: mouseVisible = True
9.6057 	EXP 	window1: mouseVisible = True
9.6061 	EXP 	window1: mouseVisible = True
9.6145 	EXP 	window1: mouseVisible = True
9.6146 	EXP 	window1: mouseVisible = True
9.6150 	EXP 	window1: mouseVisible = True
9.6155 	EXP 	window1: mouseVisible = True
9.6188 	EXP 	window1: mouseVisible = True
9.6189 	EXP 	window1: mouseVisible = True
9.6227 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.6228 	EXP 	window1: mouseVisible = True
9.6275 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.6278 	EXP 	window1: mouseVisible = True
9.6279 	EXP 	window1: mouseVisible = True
9.6283 	EXP 	window1: mouseVisible = True
9.6287 	EXP 	window1: mouseVisible = True
9.6325 	EXP 	window1: mouseVisible = True
9.6326 	EXP 	window1: mouseVisible = True
9.6330 	EXP 	window1: mouseVisible = True
9.6334 	EXP 	window1: mouseVisible = True
9.6369 	EXP 	window1: mouseVisible = True
9.6371 	EXP 	window1: mouseVisible = True
9.6372 	EXP 	window1: mouseVisible = True
9.6376 	EXP 	window1: mouseVisible = True
9.6380 	EXP 	window1: mouseVisible = True
9.6418 	EXP 	window1: mouseVisible = True
9.6419 	EXP 	window1: mouseVisible = True
9.6423 	EXP 	window1: mouseVisible = True
9.6427 	EXP 	window1: mouseVisible = True
9.6460 	EXP 	window1: mouseVisible = True
9.6461 	EXP 	window1: mouseVisible = True
9.6500 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.6501 	EXP 	window1: mouseVisible = True
9.6549 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.6551 	EXP 	window1: mouseVisible = True
9.6553 	EXP 	window1: mouseVisible = True
9.6557 	EXP 	window1: mouseVisible = True
9.6561 	EXP 	window1: mouseVisible = True
9.6598 	EXP 	window1: mouseVisible = True
9.6600 	EXP 	window1: mouseVisible = True
9.6604 	EXP 	window1: mouseVisible = True
9.6608 	EXP 	window1: mouseVisible = True
9.6641 	EXP 	window1: mouseVisible = True
9.6643 	EXP 	window1: mouseVisible = True
9.6644 	EXP 	window1: mouseVisible = True
9.6648 	EXP 	window1: mouseVisible = True
9.6652 	EXP 	window1: mouseVisible = True
9.6691 	EXP 	window1: mouseVisible = True
9.6692 	EXP 	window1: mouseVisible = True
9.6696 	EXP 	window1: mouseVisible = True
9.6700 	EXP 	window1: mouseVisible = True
9.6733 	EXP 	window1: mouseVisible = True
9.6734 	EXP 	window1: mouseVisible = True
9.6775 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.6777 	EXP 	window1: mouseVisible = True
9.6824 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.6826 	EXP 	window1: mouseVisible = True
9.6828 	EXP 	window1: mouseVisible = True
9.6832 	EXP 	window1: mouseVisible = True
9.6836 	EXP 	window1: mouseVisible = True
9.6875 	EXP 	window1: mouseVisible = True
9.6876 	EXP 	window1: mouseVisible = True
9.6880 	EXP 	window1: mouseVisible = True
9.6884 	EXP 	window1: mouseVisible = True
9.6918 	EXP 	window1: mouseVisible = True
9.6920 	EXP 	window1: mouseVisible = True
9.6921 	EXP 	window1: mouseVisible = True
9.6925 	EXP 	window1: mouseVisible = True
9.6930 	EXP 	window1: mouseVisible = True
9.6969 	EXP 	window1: mouseVisible = True
9.6970 	EXP 	window1: mouseVisible = True
9.6974 	EXP 	window1: mouseVisible = True
9.6978 	EXP 	window1: mouseVisible = True
9.7011 	EXP 	window1: mouseVisible = True
9.7012 	EXP 	window1: mouseVisible = True
9.7053 	EXP 	Created image_20 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj1.png', interpolate=True, mask=None, maskParams=None, name='image_20', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
9.7054 	EXP 	window1: mouseVisible = True
9.7146 	EXP 	Created imageInstruct_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.96, 0.54]), texRes=128.0, units='height', win=Window(...))
9.7150 	EXP 	window1: mouseVisible = True
9.7151 	EXP 	window1: mouseVisible = True
9.7156 	EXP 	window1: mouseVisible = True
9.7161 	EXP 	window1: mouseVisible = True
9.7320 	EXP 	window1: mouseVisible = True
9.7321 	EXP 	window1: mouseVisible = True
9.7326 	EXP 	window1: mouseVisible = True
9.7330 	EXP 	window1: mouseVisible = True
9.7482 	EXP 	window1: mouseVisible = True
9.7484 	EXP 	window1: mouseVisible = True
