3.7668 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
25.7677 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
27.1721 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002409A899070>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002409A886670>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002409A886EB0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002409AE4AF10>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
27.1723 	EXP 	window1: mouseVisible = True
27.1723 	EXP 	window1: backgroundImage = ''
27.1723 	EXP 	window1: backgroundFit = 'none'
27.1750 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
27.1750 	EXP 	window1: recordFrameIntervals = False
27.3380 	EXP 	window1: recordFrameIntervals = True
27.5225 	EXP 	Screen (0) actual frame rate measured at 59.48Hz
27.5226 	EXP 	window1: recordFrameIntervals = False
27.5227 	EXP 	window1: mouseVisible = False
31.0322 	EXP 	pilotv2: status = STARTED
31.0325 	EXP 	window1: mouseVisible = True
31.0476 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
31.0480 	EXP 	window1: mouseVisible = True
31.0482 	EXP 	window1: mouseVisible = True
31.0489 	EXP 	window1: mouseVisible = True
31.0496 	EXP 	window1: mouseVisible = True
31.0843 	EXP 	window1: mouseVisible = True
31.0845 	EXP 	window1: mouseVisible = True
31.0852 	EXP 	window1: mouseVisible = True
31.0858 	EXP 	window1: mouseVisible = True
31.1165 	EXP 	window1: mouseVisible = True
31.1168 	EXP 	window1: mouseVisible = True
31.1170 	EXP 	window1: mouseVisible = True
31.1177 	EXP 	window1: mouseVisible = True
31.1183 	EXP 	window1: mouseVisible = True
31.1449 	EXP 	window1: mouseVisible = True
31.1451 	EXP 	window1: mouseVisible = True
31.1458 	EXP 	window1: mouseVisible = True
31.1465 	EXP 	window1: mouseVisible = True
31.1548 	EXP 	window1: mouseVisible = True
31.1553 	EXP 	window1: mouseVisible = True
31.2497 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
31.2500 	EXP 	window1: mouseVisible = True
31.2502 	EXP 	window1: mouseVisible = True
31.2509 	EXP 	window1: mouseVisible = True
31.2516 	EXP 	window1: mouseVisible = True
31.2897 	EXP 	window1: mouseVisible = True
31.2899 	EXP 	window1: mouseVisible = True
31.2907 	EXP 	window1: mouseVisible = True
31.2914 	EXP 	window1: mouseVisible = True
31.3074 	EXP 	window1: mouseVisible = True
31.3077 	EXP 	window1: mouseVisible = True
31.3079 	EXP 	window1: mouseVisible = True
31.3086 	EXP 	window1: mouseVisible = True
31.3092 	EXP 	window1: mouseVisible = True
31.3224 	EXP 	window1: mouseVisible = True
31.3226 	EXP 	window1: mouseVisible = True
31.3233 	EXP 	window1: mouseVisible = True
31.3240 	EXP 	window1: mouseVisible = True
31.3297 	EXP 	window1: mouseVisible = True
31.3298 	EXP 	window1: mouseVisible = True
31.3358 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
31.3359 	EXP 	window1: mouseVisible = True
31.3423 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
31.3426 	EXP 	window1: mouseVisible = True
31.3428 	EXP 	window1: mouseVisible = True
31.3435 	EXP 	window1: mouseVisible = True
31.3441 	EXP 	window1: mouseVisible = True
31.3501 	EXP 	window1: mouseVisible = True
31.3503 	EXP 	window1: mouseVisible = True
31.3512 	EXP 	window1: mouseVisible = True
31.3518 	EXP 	window1: mouseVisible = True
31.3570 	EXP 	window1: mouseVisible = True
31.3573 	EXP 	window1: mouseVisible = True
31.3575 	EXP 	window1: mouseVisible = True
31.3581 	EXP 	window1: mouseVisible = True
31.3588 	EXP 	window1: mouseVisible = True
31.3649 	EXP 	window1: mouseVisible = True
31.3651 	EXP 	window1: mouseVisible = True
31.3657 	EXP 	window1: mouseVisible = True
31.3664 	EXP 	window1: mouseVisible = True
31.3715 	EXP 	window1: mouseVisible = True
31.3716 	EXP 	window1: mouseVisible = True
31.3776 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
31.3778 	EXP 	window1: mouseVisible = True
31.3843 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
31.3846 	EXP 	window1: mouseVisible = True
31.3848 	EXP 	window1: mouseVisible = True
31.3854 	EXP 	window1: mouseVisible = True
31.3861 	EXP 	window1: mouseVisible = True
31.3920 	EXP 	window1: mouseVisible = True
31.3922 	EXP 	window1: mouseVisible = True
31.3929 	EXP 	window1: mouseVisible = True
31.3935 	EXP 	window1: mouseVisible = True
31.3987 	EXP 	window1: mouseVisible = True
31.3990 	EXP 	window1: mouseVisible = True
31.3992 	EXP 	window1: mouseVisible = True
31.3998 	EXP 	window1: mouseVisible = True
31.4005 	EXP 	window1: mouseVisible = True
31.4064 	EXP 	window1: mouseVisible = True
31.4066 	EXP 	window1: mouseVisible = True
31.4073 	EXP 	window1: mouseVisible = True
31.4079 	EXP 	window1: mouseVisible = True
31.4131 	EXP 	window1: mouseVisible = True
31.4132 	EXP 	window1: mouseVisible = True
31.4193 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
31.4195 	EXP 	window1: mouseVisible = True
31.4261 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
31.4265 	EXP 	window1: mouseVisible = True
31.4268 	EXP 	window1: mouseVisible = True
31.4276 	EXP 	window1: mouseVisible = True
31.4283 	EXP 	window1: mouseVisible = True
31.4341 	EXP 	window1: mouseVisible = True
31.4343 	EXP 	window1: mouseVisible = True
31.4350 	EXP 	window1: mouseVisible = True
31.4356 	EXP 	window1: mouseVisible = True
31.4408 	EXP 	window1: mouseVisible = True
31.4412 	EXP 	window1: mouseVisible = True
31.4414 	EXP 	window1: mouseVisible = True
31.4421 	EXP 	window1: mouseVisible = True
31.4429 	EXP 	window1: mouseVisible = True
31.4502 	EXP 	window1: mouseVisible = True
31.4504 	EXP 	window1: mouseVisible = True
31.4511 	EXP 	window1: mouseVisible = True
31.4518 	EXP 	window1: mouseVisible = True
31.4568 	EXP 	window1: mouseVisible = True
31.4569 	EXP 	window1: mouseVisible = True
31.4639 	EXP 	Created image_20 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj1.png', interpolate=True, mask=None, maskParams=None, name='image_20', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
31.4640 	EXP 	window1: mouseVisible = True
31.4779 	EXP 	Created imageInstruct_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
31.4784 	EXP 	window1: mouseVisible = True
31.4785 	EXP 	window1: mouseVisible = True
31.4794 	EXP 	window1: mouseVisible = True
31.4800 	EXP 	window1: mouseVisible = True
31.4861 	EXP 	window1: mouseVisible = True
31.4864 	EXP 	window1: mouseVisible = True
31.4872 	EXP 	window1: mouseVisible = True
31.4880 	EXP 	window1: mouseVisible = True
31.4932 	EXP 	window1: mouseVisible = True
31.4935 	EXP 	window1: mouseVisible = True
31.4937 	EXP 	window1: mouseVisible = True
31.4944 	EXP 	window1: mouseVisible = True
31.4950 	EXP 	window1: mouseVisible = True
31.5007 	EXP 	window1: mouseVisible = True
31.5009 	EXP 	window1: mouseVisible = True
31.5016 	EXP 	window1: mouseVisible = True
31.5022 	EXP 	window1: mouseVisible = True
31.5075 	EXP 	window1: mouseVisible = True
31.5077 	EXP 	window1: mouseVisible = True
