2.4736 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
8.6693 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
9.4582 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FDE0254EB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FDE0254E50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FDE0254C70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FDE07B8E20>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4583 	EXP 	window1: mouseVisible = True
9.4583 	EXP 	window1: backgroundImage = ''
9.4583 	EXP 	window1: backgroundFit = 'none'
9.4598 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.4598 	EXP 	window1: recordFrameIntervals = False
9.6228 	EXP 	window1: recordFrameIntervals = True
9.8070 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
9.8071 	EXP 	window1: recordFrameIntervals = False
9.8072 	EXP 	window1: mouseVisible = False
12.0249 	EXP 	pilotv2: status = STARTED
12.0251 	EXP 	window1: mouseVisible = True
12.0353 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
12.0356 	EXP 	window1: mouseVisible = True
12.0357 	EXP 	window1: mouseVisible = True
12.0362 	EXP 	window1: mouseVisible = True
12.0366 	EXP 	window1: mouseVisible = True
12.0508 	EXP 	window1: mouseVisible = True
12.0510 	EXP 	window1: mouseVisible = True
12.0514 	EXP 	window1: mouseVisible = True
12.0518 	EXP 	window1: mouseVisible = True
12.0636 	EXP 	window1: mouseVisible = True
12.0638 	EXP 	window1: mouseVisible = True
12.0639 	EXP 	window1: mouseVisible = True
12.0643 	EXP 	window1: mouseVisible = True
12.0647 	EXP 	window1: mouseVisible = True
12.0757 	EXP 	window1: mouseVisible = True
12.0758 	EXP 	window1: mouseVisible = True
