2.3652 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
4.9414 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
5.7297 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029B27680160>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029B27680100>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029B27670FA0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029B2DCD9100>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7298 	EXP 	window1: mouseVisible = True
5.7298 	EXP 	window1: backgroundImage = ''
5.7298 	EXP 	window1: backgroundFit = 'none'
5.7313 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.7313 	EXP 	window1: recordFrameIntervals = False
5.8958 	EXP 	window1: recordFrameIntervals = True
6.0798 	EXP 	Screen (0) actual frame rate measured at 59.97Hz
6.0799 	EXP 	window1: recordFrameIntervals = False
6.0801 	EXP 	window1: mouseVisible = False
8.1940 	EXP 	pilotv2: status = STARTED
8.1945 	EXP 	window1: mouseVisible = True
8.2045 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2.   , 1.259]), texRes=128.0, units='height', win=Window(...))
8.2048 	EXP 	window1: mouseVisible = True
8.2049 	EXP 	window1: mouseVisible = True
8.2054 	EXP 	window1: mouseVisible = True
8.2058 	EXP 	window1: mouseVisible = True
8.2199 	EXP 	window1: mouseVisible = True
8.2200 	EXP 	window1: mouseVisible = True
8.2204 	EXP 	window1: mouseVisible = True
8.2208 	EXP 	window1: mouseVisible = True
8.2321 	EXP 	window1: mouseVisible = True
8.2323 	EXP 	window1: mouseVisible = True
8.2324 	EXP 	window1: mouseVisible = True
8.2328 	EXP 	window1: mouseVisible = True
8.2332 	EXP 	window1: mouseVisible = True
8.2439 	EXP 	window1: mouseVisible = True
8.2441 	EXP 	window1: mouseVisible = True
8.2445 	EXP 	window1: mouseVisible = True
8.2449 	EXP 	window1: mouseVisible = True
8.2481 	EXP 	window1: mouseVisible = True
8.2483 	EXP 	window1: mouseVisible = True
8.3126 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.3128 	EXP 	window1: mouseVisible = True
8.3129 	EXP 	window1: mouseVisible = True
8.3134 	EXP 	window1: mouseVisible = True
