2.4344 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
7.8688 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
8.6626 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014307B9F190>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014307B9F130>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014307C0FFD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000014308129130>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.6626 	EXP 	window1: mouseVisible = True
8.6627 	EXP 	window1: backgroundImage = ''
8.6627 	EXP 	window1: backgroundFit = 'none'
8.6642 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.6642 	EXP 	window1: recordFrameIntervals = False
8.8290 	EXP 	window1: recordFrameIntervals = True
9.0130 	EXP 	Screen (0) actual frame rate measured at 59.90Hz
9.0131 	EXP 	window1: recordFrameIntervals = False
9.0133 	EXP 	window1: mouseVisible = False
11.1280 	EXP 	pilotv2: status = STARTED
11.1284 	EXP 	window1: mouseVisible = True
11.1385 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2.   , 1.259]), texRes=128.0, units='height', win=Window(...))
11.1388 	EXP 	window1: mouseVisible = True
11.1389 	EXP 	window1: mouseVisible = True
11.1394 	EXP 	window1: mouseVisible = True
11.1398 	EXP 	window1: mouseVisible = True
11.1529 	EXP 	window1: mouseVisible = True
11.1530 	EXP 	window1: mouseVisible = True
11.1535 	EXP 	window1: mouseVisible = True
11.1539 	EXP 	window1: mouseVisible = True
11.1653 	EXP 	window1: mouseVisible = True
11.1655 	EXP 	window1: mouseVisible = True
11.1656 	EXP 	window1: mouseVisible = True
11.1660 	EXP 	window1: mouseVisible = True
11.1664 	EXP 	window1: mouseVisible = True
11.1773 	EXP 	window1: mouseVisible = True
11.1775 	EXP 	window1: mouseVisible = True
11.1779 	EXP 	window1: mouseVisible = True
11.1783 	EXP 	window1: mouseVisible = True
11.1816 	EXP 	window1: mouseVisible = True
11.1818 	EXP 	window1: mouseVisible = True
11.2454 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.2457 	EXP 	window1: mouseVisible = True
11.2458 	EXP 	window1: mouseVisible = True
11.2462 	EXP 	window1: mouseVisible = True
11.2466 	EXP 	window1: mouseVisible = True
11.2700 	EXP 	window1: mouseVisible = True
11.2701 	EXP 	window1: mouseVisible = True
11.2705 	EXP 	window1: mouseVisible = True
11.2709 	EXP 	window1: mouseVisible = True
11.2811 	EXP 	window1: mouseVisible = True
11.2813 	EXP 	window1: mouseVisible = True
11.2815 	EXP 	window1: mouseVisible = True
11.2819 	EXP 	window1: mouseVisible = True
11.2823 	EXP 	window1: mouseVisible = True
11.2908 	EXP 	window1: mouseVisible = True
11.2909 	EXP 	window1: mouseVisible = True
11.2913 	EXP 	window1: mouseVisible = True
11.2918 	EXP 	window1: mouseVisible = True
11.2951 	EXP 	window1: mouseVisible = True
11.2952 	EXP 	window1: mouseVisible = True
11.2989 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.2991 	EXP 	window1: mouseVisible = True
11.3037 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.3039 	EXP 	window1: mouseVisible = True
11.3040 	EXP 	window1: mouseVisible = True
11.3044 	EXP 	window1: mouseVisible = True
11.3048 	EXP 	window1: mouseVisible = True
11.3086 	EXP 	window1: mouseVisible = True
11.3087 	EXP 	window1: mouseVisible = True
11.3092 	EXP 	window1: mouseVisible = True
11.3095 	EXP 	window1: mouseVisible = True
11.3130 	EXP 	window1: mouseVisible = True
11.3132 	EXP 	window1: mouseVisible = True
11.3133 	EXP 	window1: mouseVisible = True
11.3137 	EXP 	window1: mouseVisible = True
11.3141 	EXP 	window1: mouseVisible = True
11.3179 	EXP 	window1: mouseVisible = True
11.3181 	EXP 	window1: mouseVisible = True
11.3185 	EXP 	window1: mouseVisible = True
11.3189 	EXP 	window1: mouseVisible = True
11.3222 	EXP 	window1: mouseVisible = True
11.3223 	EXP 	window1: mouseVisible = True
11.3262 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.3263 	EXP 	window1: mouseVisible = True
11.3311 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.3313 	EXP 	window1: mouseVisible = True
11.3314 	EXP 	window1: mouseVisible = True
11.3318 	EXP 	window1: mouseVisible = True
11.3322 	EXP 	window1: mouseVisible = True
11.3361 	EXP 	window1: mouseVisible = True
11.3363 	EXP 	window1: mouseVisible = True
11.3367 	EXP 	window1: mouseVisible = True
11.3371 	EXP 	window1: mouseVisible = True
11.3405 	EXP 	window1: mouseVisible = True
11.3407 	EXP 	window1: mouseVisible = True
11.3408 	EXP 	window1: mouseVisible = True
11.3413 	EXP 	window1: mouseVisible = True
11.3416 	EXP 	window1: mouseVisible = True
11.3455 	EXP 	window1: mouseVisible = True
11.3456 	EXP 	window1: mouseVisible = True
11.3460 	EXP 	window1: mouseVisible = True
11.3464 	EXP 	window1: mouseVisible = True
11.3497 	EXP 	window1: mouseVisible = True
11.3499 	EXP 	window1: mouseVisible = True
11.3539 	EXP 	Created image_19 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori2.png', interpolate=True, mask=None, maskParams=None, name='image_19', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.3540 	EXP 	window1: mouseVisible = True
11.3588 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.3590 	EXP 	window1: mouseVisible = True
11.3591 	EXP 	window1: mouseVisible = True
11.3595 	EXP 	window1: mouseVisible = True
11.3599 	EXP 	window1: mouseVisible = True
11.3638 	EXP 	window1: mouseVisible = True
11.3639 	EXP 	window1: mouseVisible = True
11.3643 	EXP 	window1: mouseVisible = True
11.3647 	EXP 	window1: mouseVisible = True
11.3681 	EXP 	window1: mouseVisible = True
11.3682 	EXP 	window1: mouseVisible = True
11.3684 	EXP 	window1: mouseVisible = True
11.3688 	EXP 	window1: mouseVisible = True
11.3693 	EXP 	window1: mouseVisible = True
11.3732 	EXP 	window1: mouseVisible = True
11.3733 	EXP 	window1: mouseVisible = True
11.3737 	EXP 	window1: mouseVisible = True
11.3741 	EXP 	window1: mouseVisible = True
11.3774 	EXP 	window1: mouseVisible = True
11.3775 	EXP 	window1: mouseVisible = True
11.3815 	EXP 	Created image_20 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj1.png', interpolate=True, mask=None, maskParams=None, name='image_20', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
11.3817 	EXP 	window1: mouseVisible = True
