2.4040 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
8.2430 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
9.0291 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026072497D90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026072497D30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000026072497B50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000026072A08CD0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0292 	EXP 	window1: mouseVisible = True
9.0292 	EXP 	window1: backgroundImage = ''
9.0292 	EXP 	window1: backgroundFit = 'none'
9.0314 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0314 	EXP 	window1: recordFrameIntervals = False
9.1961 	EXP 	window1: recordFrameIntervals = True
9.3791 	EXP 	Screen (0) actual frame rate measured at 60.19Hz
9.3792 	EXP 	window1: recordFrameIntervals = False
9.3793 	EXP 	window1: mouseVisible = False
11.4939 	EXP 	pilotv2: status = STARTED
11.4941 	EXP 	window1: mouseVisible = True
11.5042 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
11.5045 	EXP 	window1: mouseVisible = True
11.5046 	EXP 	window1: mouseVisible = True
11.5050 	EXP 	window1: mouseVisible = True
11.5054 	EXP 	window1: mouseVisible = True
11.5190 	EXP 	window1: mouseVisible = True
11.5191 	EXP 	window1: mouseVisible = True
11.5195 	EXP 	window1: mouseVisible = True
11.5199 	EXP 	window1: mouseVisible = True
11.5314 	EXP 	window1: mouseVisible = True
11.5316 	EXP 	window1: mouseVisible = True
11.5318 	EXP 	window1: mouseVisible = True
11.5322 	EXP 	window1: mouseVisible = True
11.5326 	EXP 	window1: mouseVisible = True
11.5439 	EXP 	window1: mouseVisible = True
11.5440 	EXP 	window1: mouseVisible = True
11.5444 	EXP 	window1: mouseVisible = True
11.5448 	EXP 	window1: mouseVisible = True
11.5481 	EXP 	window1: mouseVisible = True
11.5483 	EXP 	window1: mouseVisible = True
