2.6621 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
108.2992 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
109.0683 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001581E6901C0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001581E690160>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001581C56FD00>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001581EC35160>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
109.0684 	EXP 	window1: mouseVisible = True
109.0684 	EXP 	window1: backgroundImage = ''
109.0684 	EXP 	window1: backgroundFit = 'none'
109.0700 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
109.0700 	EXP 	window1: recordFrameIntervals = False
109.2340 	EXP 	window1: recordFrameIntervals = True
109.4175 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
109.4176 	EXP 	window1: recordFrameIntervals = False
109.4176 	EXP 	window1: mouseVisible = False
111.5358 	EXP 	pilotv2: status = STARTED
111.5360 	EXP 	window1: mouseVisible = True
111.5457 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
111.5460 	EXP 	window1: mouseVisible = True
111.5461 	EXP 	window1: mouseVisible = True
111.5465 	EXP 	window1: mouseVisible = True
111.5469 	EXP 	window1: mouseVisible = True
111.5678 	EXP 	window1: mouseVisible = True
111.5680 	EXP 	window1: mouseVisible = True
111.5684 	EXP 	window1: mouseVisible = True
111.5687 	EXP 	window1: mouseVisible = True
111.5866 	EXP 	window1: mouseVisible = True
111.5868 	EXP 	window1: mouseVisible = True
111.5870 	EXP 	window1: mouseVisible = True
111.5874 	EXP 	window1: mouseVisible = True
111.5878 	EXP 	window1: mouseVisible = True
111.6042 	EXP 	window1: mouseVisible = True
111.6043 	EXP 	window1: mouseVisible = True
111.6047 	EXP 	window1: mouseVisible = True
111.6051 	EXP 	window1: mouseVisible = True
111.6084 	EXP 	window1: mouseVisible = True
111.6086 	EXP 	window1: mouseVisible = True
111.6711 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
111.6714 	EXP 	window1: mouseVisible = True
111.6716 	EXP 	window1: mouseVisible = True
111.6720 	EXP 	window1: mouseVisible = True
111.6724 	EXP 	window1: mouseVisible = True
111.6955 	EXP 	window1: mouseVisible = True
111.6957 	EXP 	window1: mouseVisible = True
111.6961 	EXP 	window1: mouseVisible = True
111.6965 	EXP 	window1: mouseVisible = True
111.7064 	EXP 	window1: mouseVisible = True
111.7066 	EXP 	window1: mouseVisible = True
111.7067 	EXP 	window1: mouseVisible = True
111.7071 	EXP 	window1: mouseVisible = True
111.7075 	EXP 	window1: mouseVisible = True
111.7160 	EXP 	window1: mouseVisible = True
111.7161 	EXP 	window1: mouseVisible = True
111.7165 	EXP 	window1: mouseVisible = True
111.7169 	EXP 	window1: mouseVisible = True
111.7202 	EXP 	window1: mouseVisible = True
111.7203 	EXP 	window1: mouseVisible = True
111.7239 	EXP 	Created image_17 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/ori1.png', interpolate=True, mask=None, maskParams=None, name='image_17', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
111.7240 	EXP 	window1: mouseVisible = True
111.7286 	EXP 	Created text_9 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_9', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
111.7288 	EXP 	window1: mouseVisible = True
111.7289 	EXP 	window1: mouseVisible = True
111.7293 	EXP 	window1: mouseVisible = True
111.7297 	EXP 	window1: mouseVisible = True
111.7335 	EXP 	window1: mouseVisible = True
111.7336 	EXP 	window1: mouseVisible = True
111.7340 	EXP 	window1: mouseVisible = True
111.7344 	EXP 	window1: mouseVisible = True
111.7378 	EXP 	window1: mouseVisible = True
111.7380 	EXP 	window1: mouseVisible = True
111.7381 	EXP 	window1: mouseVisible = True
111.7385 	EXP 	window1: mouseVisible = True
111.7388 	EXP 	window1: mouseVisible = True
111.7426 	EXP 	window1: mouseVisible = True
111.7428 	EXP 	window1: mouseVisible = True
111.7432 	EXP 	window1: mouseVisible = True
111.7435 	EXP 	window1: mouseVisible = True
111.7468 	EXP 	window1: mouseVisible = True
111.7469 	EXP 	window1: mouseVisible = True
111.7507 	EXP 	Created image_18 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='stim/obj2.png', interpolate=True, mask=None, maskParams=None, name='image_18', opacity=1.0, ori=0.0, pos=array([0.  , 0.23]), size=array([0.15, 0.15]), texRes=128.0, units='height', win=Window(...))
111.7508 	EXP 	window1: mouseVisible = True
111.7555 	EXP 	Created text_10 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_10', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
111.7557 	EXP 	window1: mouseVisible = True
111.7558 	EXP 	window1: mouseVisible = True
111.7562 	EXP 	window1: mouseVisible = True
111.7566 	EXP 	window1: mouseVisible = True
111.7604 	EXP 	window1: mouseVisible = True
111.7605 	EXP 	window1: mouseVisible = True
111.7609 	EXP 	window1: mouseVisible = True
111.7613 	EXP 	window1: mouseVisible = True
111.7645 	EXP 	window1: mouseVisible = True
111.7647 	EXP 	window1: mouseVisible = True
111.7648 	EXP 	window1: mouseVisible = True
111.7652 	EXP 	window1: mouseVisible = True
111.7656 	EXP 	window1: mouseVisible = True
111.7694 	EXP 	window1: mouseVisible = True
111.7695 	EXP 	window1: mouseVisible = True
111.7699 	EXP 	window1: mouseVisible = True
111.7703 	EXP 	window1: mouseVisible = True
111.7735 	EXP 	window1: mouseVisible = True
111.7737 	EXP 	window1: mouseVisible = True
