2.4039 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
6.7413 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
7.4911 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000167528A9E80>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000167528A9E20>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000167528A9C40>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000016752DAADC0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.4912 	EXP 	window1: mouseVisible = True
7.4912 	EXP 	window1: backgroundImage = ''
7.4913 	EXP 	window1: backgroundFit = 'none'
7.4928 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.4928 	EXP 	window1: recordFrameIntervals = False
7.6576 	EXP 	window1: recordFrameIntervals = True
7.8407 	EXP 	Screen (0) actual frame rate measured at 59.93Hz
7.8407 	EXP 	window1: recordFrameIntervals = False
7.8408 	EXP 	window1: mouseVisible = False
9.9578 	EXP 	pilotv2: status = STARTED
9.9580 	EXP 	window1: mouseVisible = True
9.9679 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
9.9682 	EXP 	window1: mouseVisible = True
9.9683 	EXP 	window1: mouseVisible = True
9.9687 	EXP 	window1: mouseVisible = True
9.9691 	EXP 	window1: mouseVisible = True
9.9902 	EXP 	window1: mouseVisible = True
9.9904 	EXP 	window1: mouseVisible = True
9.9908 	EXP 	window1: mouseVisible = True
9.9911 	EXP 	window1: mouseVisible = True
10.0090 	EXP 	window1: mouseVisible = True
10.0092 	EXP 	window1: mouseVisible = True
10.0093 	EXP 	window1: mouseVisible = True
10.0097 	EXP 	window1: mouseVisible = True
10.0101 	EXP 	window1: mouseVisible = True
10.0263 	EXP 	window1: mouseVisible = True
10.0264 	EXP 	window1: mouseVisible = True
