2.8691 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
11.1557 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
12.3380 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002E34D0F0F10>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002E34D0F0EB0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002E34D0F0CD0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002E34D674EE0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3382 	EXP 	window1: mouseVisible = True
12.3382 	EXP 	window1: backgroundImage = ''
12.3382 	EXP 	window1: backgroundFit = 'none'
12.3407 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.3408 	EXP 	window1: recordFrameIntervals = False
12.5037 	EXP 	window1: recordFrameIntervals = True
12.6874 	EXP 	Screen (0) actual frame rate measured at 60.02Hz
12.6875 	EXP 	window1: recordFrameIntervals = False
12.6880 	EXP 	window1: mouseVisible = False
16.2329 	EXP 	pilotv2: status = STARTED
16.2333 	EXP 	window1: mouseVisible = True
16.2482 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
16.2486 	EXP 	window1: mouseVisible = True
16.2488 	EXP 	window1: mouseVisible = True
16.2495 	EXP 	window1: mouseVisible = True
16.2502 	EXP 	window1: mouseVisible = True
16.2856 	EXP 	window1: mouseVisible = True
16.2859 	EXP 	window1: mouseVisible = True
16.2866 	EXP 	window1: mouseVisible = True
16.2872 	EXP 	window1: mouseVisible = True
16.3249 	EXP 	window1: mouseVisible = True
16.3252 	EXP 	window1: mouseVisible = True
