2.3834 	ERROR 	Support for the `sounddevice` audio backend is not available this session. Please install `psychopy-sounddevice` and restart the session to enable support.
19.5156 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
20.2876 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020C0C66F130>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020C0C66F0D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.4039, -0.4039, -0.4039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020C0E8AFF70>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020C0ED860D0>, multiSample=False, name='window1', numSamples=2, pos=(-1920, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.2877 	EXP 	window1: mouseVisible = True
20.2877 	EXP 	window1: backgroundImage = ''
20.2877 	EXP 	window1: backgroundFit = 'none'
20.2892 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.2892 	EXP 	window1: recordFrameIntervals = False
20.4533 	EXP 	window1: recordFrameIntervals = True
20.6376 	EXP 	Screen (0) actual frame rate measured at 60.15Hz
20.6376 	EXP 	window1: recordFrameIntervals = False
20.6377 	EXP 	window1: mouseVisible = False
22.8495 	EXP 	pilotv2: status = STARTED
22.8497 	EXP 	window1: mouseVisible = True
22.8595 	EXP 	Created imageInstruct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='imageInstruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.6    , 1.00736]), texRes=128.0, units='height', win=Window(...))
22.8598 	EXP 	window1: mouseVisible = True
22.8599 	EXP 	window1: mouseVisible = True
22.8603 	EXP 	window1: mouseVisible = True
22.8607 	EXP 	window1: mouseVisible = True
22.8744 	EXP 	window1: mouseVisible = True
22.8745 	EXP 	window1: mouseVisible = True
22.8749 	EXP 	window1: mouseVisible = True
22.8753 	EXP 	window1: mouseVisible = True
22.8866 	EXP 	window1: mouseVisible = True
22.8868 	EXP 	window1: mouseVisible = True
22.8870 	EXP 	window1: mouseVisible = True
22.8874 	EXP 	window1: mouseVisible = True
22.8878 	EXP 	window1: mouseVisible = True
22.8985 	EXP 	window1: mouseVisible = True
22.8986 	EXP 	window1: mouseVisible = True
22.8990 	EXP 	window1: mouseVisible = True
22.8994 	EXP 	window1: mouseVisible = True
22.9028 	EXP 	window1: mouseVisible = True
22.9029 	EXP 	window1: mouseVisible = True
22.9653 	EXP 	Created text_8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_8', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
22.9655 	EXP 	window1: mouseVisible = True
22.9657 	EXP 	window1: mouseVisible = True
22.9661 	EXP 	window1: mouseVisible = True
22.9665 	EXP 	window1: mouseVisible = True
22.9892 	EXP 	window1: mouseVisible = True
22.9894 	EXP 	window1: mouseVisible = True
22.9898 	EXP 	window1: mouseVisible = True
22.9902 	EXP 	window1: mouseVisible = True
23.0000 	EXP 	window1: mouseVisible = True
23.0002 	EXP 	window1: mouseVisible = True
23.0004 	EXP 	window1: mouseVisible = True
23.0008 	EXP 	window1: mouseVisible = True
23.0012 	EXP 	window1: mouseVisible = True
23.0095 	EXP 	window1: mouseVisible = True
23.0097 	EXP 	window1: mouseVisible = True
23.0101 	EXP 	window1: mouseVisible = True
23.0105 	EXP 	window1: mouseVisible = True
23.0137 	EXP 	window1: mouseVisible = True
23.0138 	EXP 	window1: mouseVisible = True
